149.14779198,-33.41854965,5.9936
149.21564515,-54.56779725,3.5031
149.4214357,41.05569711,5.2114
149.55579541,12.44483962,5.2563
149.71808381,-35.89093308,5.3078
149.90115709,29.64532463,5.9155
149.96549967,56.8118756,5.6299
150.05343498,8.04427695,4.7614
150.18293634,-82.21474563,5.5479
150.25425116,31.92471459,5.5094
150.70399587,21.94927064,5.6102
151.0875699,-24.28559601,5.7772
151.15143798,53.8917255,5.8215
151.28121862,-13.06467446,4.5736
151.54675529,-47.36986506,5.2149
151.78954052,-17.14159641,5.719
151.83313986,16.76266561,3.5034
151.85718822,35.24469196,4.5375
151.97632836,9.99766372,4.5114
151.98456482,-0.37162836,4.4798
152.09358042,11.96719519,1.3232
152.17849076,-65.81553284,5.427
152.23439012,-51.81126192,4.8151
152.37582915,-68.68283274,5.817
152.5248311,-12.81565798,5.3846
152.53149011,-8.40816298,5.9162
152.6474869,-12.35383947,3.7748
152.73275554,-8.4183513,5.7919
152.94363294,-58.06056003,5.7201
153.2016382,4.61469027,5.9367
153.34533985,-51.23293765,5.3442
153.3668506,-51.75580455,5.8282
153.37784437,-66.37283943,5.2187
153.43449551,-70.03792176,3.2783
153.68447404,-42.12206275,3.8653
153.88145179,-43.11224116,5.706
154.06033101,29.31055981,5.5064
154.16979651,13.7283713,5.5108
154.17251782,23.41732831,3.5096
154.27085573,-61.33231981,3.5298
154.27469481,42.91446775,3.4586
154.31166925,23.10645616,5.9175
154.4079025,-8.06892091,5.3281
154.50896043,65.10837344,5.7981
154.53166919,-28.99202663,5.6079
154.61777521,-41.66849766,5.9534
154.65899386,-56.11067519,5.9113
154.77133115,-64.67628786,5.6815
154.90318834,-55.02931448,4.7165
154.93462605,19.47143603,4.8871
